created_at,full_text,sentiment,compound
Fri Jun 06 02:46:28 +0000 2025,"President Trump’s number one focus remains on passing the One Big, Beautiful Bill.  This is a transformative piece of legislation that delivers on the Make America Great Agenda by delivering the largest tax cuts and border security investments in HISTORY.    Get it passed!",positive,0.8687
Fri Jun 06 01:10:21 +0000 2025,"✅ WIN: The One, Big, Beautiful Bill delivers NO TAX ON TIPS and NO TAX ON OVERTIME, benefiting hardworking Americans where they need it most—their paychecks.",positive,0.5525
Fri Jun 06 00:36:14 +0000 2025,"Join us in D.C. on Sat., June 14 for an unforgettable celebration of 250 years of the U.S. Army—the greatest fighting force in the history of the world.  We're marking this historic milestone with a once-in-a-lifetime military parade. @America250   INFO ➡️",positive,0.7717
Fri Jun 06 00:13:05 +0000 2025,"🇺🇸 FULL VIDEO: Senior White House officials Taylor Budowich, Stephen Miller, Russ Vought, and James Braid discuss President Trump’s One, Big, Beautiful Bill.",positive,0.5994
Thu Jun 05 23:52:14 +0000 2025,Opportunity Zones have offered thousands of communities a new hope and new life when it seemed revitalization wasn’t possible.  We are just getting started.,positive,0.6908
Thu Jun 05 23:52:12 +0000 2025,"With nearly 500,000 new jobs, prices at their lowest levels since 2021, trillions in new investment, and tax cuts that will fuel unprecedented growth - @POTUS is bringing prosperity back to Main Street.  THIS is the Great American Comeback!",positive,0.4926
Thu Jun 05 23:52:09 +0000 2025,"Iran is the world's largest state sponsor of terrorism. Hamas, Hezbollah, and the Houthis are cancers in that region that exist to destabilize, to murder, to maintain a kind of chaos that allows Iran to continue to survive.",negative,-0.9359
Thu Jun 05 23:52:06 +0000 2025,"Huntington Ingalls owed us this cutter over a year ago. As the Trump administration is revitalizing the U.S. Coast Guard through Force Design 2028, we need to be smart with the American taxpayer’s money. This project was over time and over budget. Now the money can be redirected…",positive,0.4019
Thu Jun 05 23:52:03 +0000 2025,President Trump's National Energy Dominance Council is undertaking the greatest deregulatory effort in U.S. history. The bold patriots in Alaska couldn't be more excited to finally have a president in office who hears them and is taking IMMEDIATE action.,positive,0.815
Thu Jun 05 23:51:55 +0000 2025,"We need to work with our private partners – not against them – to find solutions and increase housing supply.   Under @POTUS’ leadership, we will continue cutting regulations, promoting public-private cooperation, and pursuing innovative ways to solve America’s housing problems.",positive,0.7184
Thu Jun 05 23:51:50 +0000 2025,"NEW: Today, @SBA_Kelly applauded the House passage of the Save SBA from Sanctuary Cities Act – to move our field offices OUT of sanctuary cities and into safer, less costly, and more accessible communities that comply with federal law.",positive,0.8122
Thu Jun 05 23:51:47 +0000 2025,"The Quiet Skies program has been used for nearly two decades to target and surveil everyday Americans, violating our constitutional rights and civil liberties, targeting political opponents, and costing taxpayers approximately $200 million per year, all while failing to stop a…",negative,-0.6908
Thu Jun 05 23:51:41 +0000 2025,"Alaska has some of the LARGEST oil and gas reserves in the entire nation, and we will ensure these resources are utilized to strengthen energy security for Alaskans and the rest of the nation! 💪",positive,0.8268
Thu Jun 05 21:50:38 +0000 2025,"‘I'm also deeply grateful to the National Fraternal Order of Police for its resounding endorsement of the One, Big, Beautiful Bill.’ - President Donald J. Trump 🔥  @GLFOP",positive,0.8588
Thu Jun 05 21:47:40 +0000 2025,President Trump &amp; @AGPamBondi with the Fraternal Order of Police @GLFOP:  ‘This institution has served as a powerful voice for the brave men &amp; women who risk their lives to protect communities... I'm proud to stand with you today as the most pro-police president in history.’ 🇺🇸,positive,0.8689
Thu Jun 05 21:08:26 +0000 2025,"“It's an honor to have you. We have a great mandate from the people, and part of our mandate is we're gonna have a great relationship with [Germany]. Thank you very much for being here.” –President Donald J. Trump 🇺🇸🇩🇪 @_FriedrichMerz",positive,0.9313
Thu Jun 05 20:34:15 +0000 2025,".@GLFOP President Patrick Yoes explains how No Tax on Overtime in the One, Big, Beautiful Bill will help law enforcement officers: ""The people who are working right now are working so many hours and are forced to work overtime... We are proud to support the bill.""",positive,0.802
Thu Jun 05 20:14:48 +0000 2025,"“The ‘One Big Beautiful Bill Act’ is more than legislation—it is a promise kept to the public safety officers across the country and a bold step toward an economy that respects, rewards, and uplifts the people who keep it safe.”",positive,0.9432
Thu Jun 05 20:12:20 +0000 2025,President Trump Participates in a Roundtable Discussion with the Fraternal Order of Police,neutral,0.0
Thu Jun 05 19:51:08 +0000 2025,"Last week, during National Police Week, law enforcement officers visited the White House &amp; voiced their support for No Tax on Overtime—a key part of President Trump’s One, Big, Beautiful Bill.  One officer called it “a huge advantage to law enforcement across the country.” ⬛️🟦⬛️",positive,0.8271
Thu Jun 05 19:36:35 +0000 2025,"✅ WIN: The One, Big, Beautiful Bill delivers the largest deficit reduction in nearly 30 years, with $1.6 trillion in mandatory savings.",positive,0.7925
Thu Jun 05 19:08:20 +0000 2025,"✅ WIN: The One, Big, Beautiful Bill raises Americans’ take-home pay by as much as $13,300 and wages by as much as $11,600. 💸",positive,0.8415
Thu Jun 05 18:41:17 +0000 2025,"'It's an honor to have you, as you know, @_FriedrichMerz just won a great election... a very respected man... What's going on with Russia-Ukraine, and other things we talked about, but Russia-Ukraine in particular... we'd like to see it end.' - President Donald J. Trump 🇺🇸🇩🇪",positive,0.8872
Thu Jun 05 18:23:18 +0000 2025,"We’ve proudly hosted nine sitting Presidents, including President Trump in 2019. Though he couldn’t join us in person this time, he recorded a special message just yesterday—proof of REALTORS®’ strong ties with leaders at every level.  Watch his message to NAR members. #REALTORS…",positive,0.8957
Thu Jun 05 18:16:35 +0000 2025,"✅ WIN: The One Big Beautiful Bill makes the Trump Tax Cuts PERMANENT!  If the bill doesn't pass, Americans will see the largest tax increase in history.",positive,0.8697
Thu Jun 05 17:53:47 +0000 2025,"President Donald J. Trump’s One, Big, Beautiful Bill is the BEST chance in a generation to pass critical reforms for which Americans voted.  ✅WIN: Delivers the LARGEST TAX CUT in AMERICAN HISTORY!",positive,0.7901
Thu Jun 05 17:41:09 +0000 2025,German Chancellor @_FriedrichMerz presents President Trump with his grandfather's birth certificate. ❤️,neutral,0.0
Thu Jun 05 17:13:55 +0000 2025,"President Donald J. Trump 🤝 @_FriedrichMerz, Chancellor of Germany 🇺🇸🇩🇪",neutral,0.0
Thu Jun 05 16:43:15 +0000 2025,".@POTUS: ""We want to have foreign students, but we want them to be checked. In the case of Harvard, and Columbia and others, all we want to do is see their list... Because when we see some of the people that we've been watching, we say where did these people come from?""",positive,0.2617
Thu Jun 05 16:43:03 +0000 2025,".@POTUS: ""We just hit the highest number in the history of our country... joining the Army, Navy, Air Force, Marines, Coast Guard...""  @_FriedrichMerz: ""What was the reason?""  @POTUS: ""Spirit. They love our country again.""",positive,0.6705
Thu Jun 05 16:29:25 +0000 2025,"You’re invited to the U.S. Army’s biggest birthday party yet. 🇺🇸  A grand military parade is marching down Washington, D.C. on June 14. 📅  RSVP now:",positive,0.6908
Thu Jun 05 16:23:08 +0000 2025,President Donald J. Trump welcomes German Chancellor Friedrich Merz to the White House. 🇺🇸🇩🇪,positive,0.4019
Thu Jun 05 15:45:26 +0000 2025,President Trump Participates in a Bilateral Meeting with the Chancellor of Germany,neutral,0.0
Thu Jun 05 15:03:51 +0000 2025,MAKE AMERICAN AG GREAT AGAIN 🇺🇸  The One Big Beautiful Bill cuts taxes on farmers by OVER $10 BILLION and prevents the greedy death tax from hitting two million family-owned farms who would otherwise see their exemptions cut in half.,positive,0.1363
Thu Jun 05 14:53:57 +0000 2025,"""I just concluded a very good phone call with President Xi, of China, discussing some of the intricacies of our recently made, and agreed to, Trade Deal..."" - President Donald J. Trump",positive,0.6478
Thu Jun 05 00:34:14 +0000 2025,"""We cannot have open migration from any country where we cannot safely and reliably vet and screen... That is why today I am signing a new executive order placing travel restrictions on countries including Yemen, Somalia, Haiti, Libya, and numerous others."" –President Trump",negative,-0.3875
Thu Jun 05 00:34:08 +0000 2025,We issue Travel Advisories with Levels 1 – 4. Level 4 means Do Not Travel. This level is assigned based on local conditions and/or our limited ability to help there. These places are dangerous and you may be putting yourself at extreme risk by visiting.  The Travel Advisories for…,negative,-0.2732
Thu Jun 05 00:33:44 +0000 2025,"The United States vetoed a UN Security Council resolution on Gaza. This resolution would’ve only served to advance the interests of Hamas terrorists, while undermining diplomatic efforts. Any @UN measure should clearly condemn Hamas and call for them to disarm and leave Gaza. The…",negative,-0.128
Thu Jun 05 00:33:36 +0000 2025,FACT: Price of eggs has dropped 61% since Trump took office 🔥,neutral,0.0
Thu Jun 05 00:33:27 +0000 2025,"My amazing wife @allison_lutnick, @PressSec Karoline Leavitt , and I met with Israeli hostage families at the White House last night.  It was difficult not to get emotional as we listened to a their personal and tragic stories from Oct 7th until now.   We were joined by hostage…",negative,-0.2833
Thu Jun 05 00:33:20 +0000 2025,"BIG RECRUITING WINS KEEP COMING! We’ve met 94% of our FY25 goal &amp; anticipate achieving 100% by end of June…several months early! Also, our number of Special Warfare candidates awaiting training is the largest on record…Young Americans keep lining up to join our winning team!",positive,0.9137
Thu Jun 05 00:33:11 +0000 2025,The RSC was getting down to business with @SBA_Kelly today on Capitol Hill to highlight how the One Big Beautiful Bill is Delivering for Main Street. 🇺🇸,positive,0.743
Thu Jun 05 00:33:06 +0000 2025,"Great to join @HouseSmallBiz and @RepublicanStudy at the Capitol today - to talk about how President Trump is delivering BIG wins for small businesses.  Appreciate all our lawmakers are doing to support the America First agenda, from tax cuts to fair trade.",positive,0.9382
Thu Jun 05 00:33:02 +0000 2025,Many of the unaccompanied children who came across the border are victims of smugglers and sex traffickers. DHS is leading efforts to conduct welfare checks on these children to ensure they are safe and not being exploited.  These welfare checks have resulted in arrests of some…,positive,0.0976
Thu Jun 05 00:32:55 +0000 2025,"Enjoyed speaking at @scsp_ai’s AI + Expo!  Energy is not a sector of the economy, it is THE economy. We have room to grow our exports and grow our economy in this golden age of American Energy thanks to @POTUS!",positive,0.8745
Thu Jun 05 00:32:51 +0000 2025,"What we have now is a sick-care system that’s a bundle of perverse incentives. Our job is to disrupt that system and democratize it. Thank you, @DrOzCMS, @DrMakaryFDA, @NIHDirector_Jay and Amy Gleason for your efforts to empower patients, unleash innovation, and Make America…",positive,0.5574
Thu Jun 05 00:32:48 +0000 2025,We cannot allow the American people to suffer the biggest tax hike in history next year.  Getting @POTUS’s “One Big Beautiful Bill” passed is one of our top priorities. And it’s an integral component of President Trump’s bold economic agenda to drive long-term growth.  The…,positive,0.6941
Thu Jun 05 00:32:41 +0000 2025,"Today, U.S. Secretary of the Treasury Scott Bessent convened a meeting of the Financial Stability Oversight Council in executive session at the U.S. Department of the Treasury.  During the meeting, Council members heard updates from the Board of Governors of the Federal Reserve…",positive,0.3818
Thu Jun 05 00:30:49 +0000 2025,GOD BLESS @POTUS!,positive,0.636
Wed Jun 04 23:54:08 +0000 2025,"""We cannot have open migration from any country where we cannot safely and reliably vet and screen... That is why today I am signing a new executive order placing travel restrictions on countries including Yemen, Somalia, Haiti, Libya, and numerous others."" –President Trump",negative,-0.3875
Wed Jun 04 22:57:38 +0000 2025,President Trump Participates in a Summer Soirée,neutral,0.0
Wed Jun 04 20:46:16 +0000 2025,MAKE MANUFACTURING GREAT AGAIN!  The One Big Beautiful Bill incentivizes MADE IN AMERICA. It rewards companies that build their products in America with lower taxes — and allows Americans who buy an American-made vehicle to fully deduct their auto loan interest. 🇺🇸🇺🇸,positive,0.9316
Wed Jun 04 20:37:07 +0000 2025,The American public should know the heinous crimes of the illegal aliens that an activist judge is trying to return to U.S. soil.,negative,-0.5574
Wed Jun 04 20:36:56 +0000 2025,"Last night @SecRubio gave remarks on the Trump Administration's vision for an America First foreign policy at the @AmerCompass Fifth Anniversary Gala in Washington, D.C.",positive,0.25
Wed Jun 04 20:36:01 +0000 2025,"As part of my America at Work Tour, I visited a carpenters training facility to highlight how we’re expanding access to top-notch apprenticeship programs ⬇️",positive,0.34
Wed Jun 04 18:21:43 +0000 2025,"GEORGIA STATE REPS ENDORSE THE ONE, BIG, BEAUTIFUL BILL! 🇺🇸  ""This Big Beautiful Bill is a perfect example of Promises Made and Promises Kept by President Trump."" –Rep. John Lahood  ""I really think this delivers for the state of Georgia. It's a pro-worker bill."" –Rep. Chas Cannon",positive,0.9672
Wed Jun 04 17:51:57 +0000 2025,MAGA!,neutral,0.0
Wed Jun 04 16:50:42 +0000 2025,"""I just finished speaking, by telephone, with President Vladimir Putin, of Russia. The call lasted approximately one hour and 15 minutes..."" - President Donald J. Trump",neutral,0.0
Wed Jun 04 16:40:25 +0000 2025,OMB just reviewed the new CBO score of the One Big Beautiful bill. It confirms what we knew about the bill at House passage. The bill REDUCES deficits by $1.4 trillion over ten years when you adjust for CBO's one big gimmick--not using a realistic current policy baseline. It…,positive,0.5994
Wed Jun 04 16:21:52 +0000 2025,"'THE MOST ESSENTIAL PIECE OF LEGISLATION CURRENTLY UNDER CONSIDERATION IN THE ENTIRE WESTERN WORLD, IN GENERATIONS.' ⬇️",neutral,0.0
Wed Jun 04 15:18:13 +0000 2025,ICYMI 🖊️,neutral,0.0
Wed Jun 04 14:30:48 +0000 2025,"Vice President Vance sends a message to elite universities violating the Civil Rights Act:  “You can accept democratic accountability and you can reform, or you can accept that the government is not going to treat you kindly.”",negative,-0.1426
Wed Jun 04 13:05:33 +0000 2025,"Law and Order is back in America under President Trump.  With @POTUS in charge, the days of criminals being put over victims are over.  “Murder rates are tumbling across the U.S. in 2025. Homicide stats are down at least 20% over last year, and we could be on course for the…",negative,-0.7184
Wed Jun 04 01:16:04 +0000 2025,"We’re bringing ICE to the party.  At a night club ran by the cartel in Charleston, SC @ICEgov arrested 72 criminal illegal aliens and seized narcotics and firearms.  Report suspicious criminal activity to 866-DHS-2-ICE",negative,-0.9231
Wed Jun 04 00:44:08 +0000 2025,"Americans Got Tax Cuts Coming—And We’re Tracking Every Second. 🇺🇸  The One, Big, Beautiful Bill passed the House and is now in the Senate. Our tracker shows every move until it lands on President Trump’s desk.  ➡️Track it like a pizza delivery at",positive,0.6369
Wed Jun 04 00:01:56 +0000 2025,Vice President JD Vance Attends the American Compass Fifth Anniversary Gala,neutral,0.0
Tue Jun 03 23:47:46 +0000 2025,.@POTUS sealed the deal to save U.S. Steel—and delivered for American Workers 🇺🇸,positive,0.4939
Tue Jun 03 23:47:36 +0000 2025,"The last administration sanctioned Alaskan far more than foreign adversaries like Iran or Venezuela. We will no longer penalize American energy production or American Success.    Prosperity, patriotism, and purpose is back.",positive,0.5908
Tue Jun 03 21:18:04 +0000 2025,"Let's be clear about the One, Big Beautiful Bill: - It delivers on every major part of President Trump's agenda - It secures our borders and speeds up deportations of violent illegal immigrants - It prevents a massive tax hike from hitting hardworking families - It cuts spending…",negative,-0.1531
Tue Jun 03 20:42:43 +0000 2025,Six One-Way Tickets for Mohamed’s Wife and Five Kids. Final Boarding Call Coming Soon. ✈️,neutral,0.0
Tue Jun 03 20:12:18 +0000 2025,"NEW: Today, we sent the first rescissions package to Capitol Hill.    This package contains BILLIONS in wasteful foreign aid and federal funding for NPR and PBS.    Here’s just some of the waste, fraud, and abuse identified: 🧵",negative,-0.8957
Tue Jun 03 19:41:52 +0000 2025,The U.S. is serious about its efforts to promote accountability for those linked to the forced labor and exploitation of Cuban medical workers. Visiting the U.S. with a visa is a privilege. @StateDept took steps to impose visa restrictions on Central American government officials…,negative,-0.1027
Tue Jun 03 19:41:49 +0000 2025,We told you we’d hold the Fake News accountable.,negative,-0.4767
Tue Jun 03 19:41:44 +0000 2025,"Your country needs YOU!  Join us at the DHS Career Expo to explore mission-critical roles in border security, immigration, and national security. Meet recruiters, interview on-site, and start the hiring process.",positive,0.7424
Tue Jun 03 19:41:15 +0000 2025,"The @US_FDA is mobilizing every resource and authority at its disposal to ensure that infant formula is safe, clean, and reliable for the families who depend on it. Every child deserves a healthy start in life—an essential step toward Making America Healthy Again.",positive,0.9169
Tue Jun 03 19:41:10 +0000 2025,"It was an honor to join the @AmSwissFound Leadership Summit today to celebrate the longstanding relationship between the United States and Switzerland.  Over the last eight decades, the American Swiss Foundation has been instrumental in deepening this historic bond. More…",positive,0.8979
Tue Jun 03 19:41:04 +0000 2025,"Today, I had the honor of representing the United States at a great ministerial meeting on justice and home affairs with our European partners. We discussed combating the threat of terrorism, addressing illegal immigration, and fighting international crime.   President Trump’s…",negative,-0.6249
Tue Jun 03 19:40:52 +0000 2025,Recruiting is surging!!!   The best is yet to come! 🇺🇸,positive,0.7482
Tue Jun 03 19:40:43 +0000 2025,"Under the leadership of @POTUS Trump and @Sec_Noem, Operation Patriot successfully removed nearly 1,500 criminal illegal aliens from the Commonwealth of Massachusetts.  Imagine what our ICE officers could do without Sanctuary jurisdictions harboring illegal alien criminals.",negative,-0.9022
Tue Jun 03 19:40:39 +0000 2025,"Today, @DHSgov and @ICEGov are taking the family of suspected Boulder, Colorado terrorist, and illegal alien, Mohamed Soliman, into ICE custody.   This terrorist will be prosecuted to the fullest extent of the law. We are investigating to what extent his family knew about this…",negative,-0.9552
Tue Jun 03 19:27:41 +0000 2025,"🔥 @PressSec slams the Washington Post for their headline, 'The mysterious drop in fentanyl seizures on the U.S.-Mexico border':  ""There is NO mystery about why there is a decrease of fentanyl coming into the United States. This Admin's strong border policies are the reason.""",positive,0.2656
Tue Jun 03 18:17:14 +0000 2025,Congress must pass the One Big Beautiful Bill to bolster border control and empower agents on the frontlines to carry out their mission to KEEP AMERICA SAFE. 🇺🇸,positive,0.8192
Tue Jun 03 17:21:41 +0000 2025,".@PressSec reads out just some of the heinous crimes committed by the illegals arrested by ICE in Massachusetts during Operation Patriot:  - Aggravated homicide - Indecent assault and battery - Rape, indecent assault, and battery - Kidnapping, aggravated rape, and indecent…",negative,-0.9771
Tue Jun 03 17:08:32 +0000 2025,"Press Secretary Karoline Leavitt Briefs Members of the Media, June 3, 2025",neutral,0.0
Tue Jun 03 16:49:55 +0000 2025,"Proud of the work from the @PANYNJ to reopen the runway 13 days ahead of schedule.  With the runway done, we’ll continue to work with our partners to address the telecoms and staffing challenges. In the meantime, you can feel confident if you book at @EWRairport, you’ll be good…",positive,0.765
Tue Jun 03 16:49:39 +0000 2025,"(2/2) Today, on National Egg Day, we rejoice as egg prices plummet to their lowest in six months! 🐣💪  This is a resounding victory for American families, who can now enjoy affordable eggs at their breakfast tables, easing household budgets &amp; restoring confidence in our markets.…",positive,0.8832
Tue Jun 03 15:24:14 +0000 2025,President Trump 🤝 Bryson DeChambeau ⛳️  @brysondech,neutral,0.0
Mon Jun 02 23:18:19 +0000 2025,"“So many false statements are being made about ‘THE ONE, BIG, BEAUTIFUL BILL,’ but what nobody understands is that it’s the single biggest Spending Cut in History, by far!” - President Donald J. Trump",positive,0.1176
Mon Jun 02 20:20:06 +0000 2025,NEW OFFICIAL PRESIDENTIAL PORTRAIT JUST DROPPED 🔥🇺🇸,neutral,0.0
Mon Jun 02 19:20:18 +0000 2025,"MAINE SMALL BUSINESS OWNER: ""If I got a tax cut, I could hire more people. I could pay their salaries. I could expand my business.""",negative,-0.1189
Mon Jun 02 18:32:18 +0000 2025,Everyone who touches the problem is helping fix it. We are solving the issues at Newark Airport in record time.,positive,0.2263
Mon Jun 02 18:26:25 +0000 2025,Joe Biden foolishly let the alleged terrorist in Colorado into our country through his reckless immigration policies.   And instead of deporting him after his visa expired – the Biden Administration let this monster stay in America.   President Trump is putting a stop to this…,negative,-0.9081
Mon Jun 02 17:01:10 +0000 2025,"“This is yet another example of why we must keep our Borders SECURE, and deport Illegal, Anti-American Radicals from our Homeland.” —Donald J. Trump",negative,-0.1197
Mon Jun 02 16:45:19 +0000 2025,"""Yesterday’s horrific attack in Boulder, Colorado, WILL NOT BE TOLERATED in the United States of America... My heart goes out to the victims of this terrible tragedy, and the Great People of Boulder, Colorado!"" –President Donald J. Trump",negative,-0.8932
Mon Jun 02 14:35:10 +0000 2025,Price of eggs has dropped 61% since Trump took office📉🥚,neutral,0.0
Mon Jun 02 14:34:52 +0000 2025,"Under the leadership of @POTUS Trump and @Sec_Noem, ICE is empowered to remove the WORST OF THE WORST from American communities.  During Operation Patriot @ICEgov successfully detained and removed criminal illegal aliens from the sanctuary state of Massachusetts.",negative,-0.9529
Mon Jun 02 13:53:17 +0000 2025,Price of eggs has dropped 61% since Trump took office,neutral,0.0
Mon Jun 02 13:53:11 +0000 2025,The National Energy Dominance Council—with @POTUS’ leadership—is taking the handcuffs off Alaska to secure MORE American energy and MORE economic prosperity.,positive,0.8113
Mon Jun 02 13:52:59 +0000 2025,"Raise a glass...of milk, and celebrate the contributions of our dairy farmers to the U.S. and the world! Happy National Dairy Month 🐮🥛",positive,0.8268
Mon Jun 02 13:52:53 +0000 2025,"The Colorado Terrorist attack suspect, Mohamed Soliman, is illegally in our country.   He entered the country in August 2022 on a B2 visa that expired on February 2023. He filed for asylum in September 2022.",negative,-0.875
Mon Jun 02 13:52:46 +0000 2025,"No matter what your ZIP Code your business is in, SBA can help!   Find counseling, training, and other assistance near you:",positive,0.2244
Mon Jun 02 13:52:39 +0000 2025,.@washingtonpost is pathetic,negative,-0.5719
Mon Jun 02 13:52:32 +0000 2025,"Homeownership is the cornerstone of the American Dream – presenting everyone with a path to generational wealth.  Under @POTUS, we’re firing on all cylinders to help more Americans achieve the dream of homeownership.",positive,0.7579
Mon Jun 02 13:52:26 +0000 2025,Our Monday morning commute. 🚗🌊  Marines atached to the 22nd Marine Expeditionary Unit conduct debarkation operations aboard USS Iwo Jima.  #USNavy @USMC #BlueGreenTeam,neutral,0.0258
Mon Jun 02 09:19:54 +0000 2025,FBI agents are on the ground in Colorado following what appears to be a horrific anti-Semitic attack.   My heart and my prayers are with the Jewish community.  We will not tolerate this hatred and we will put the perpetrator of this violence behind bars.,negative,-0.9674
Mon Jun 02 02:42:49 +0000 2025,"A terror attack was committed in Boulder, Colorado by an illegal alien. He was granted a tourist visa by the Biden Administration and then he illegally overstayed that visa. In response, the Biden Administration gave him a work permit.  Suicidal migration must be fully reversed.",negative,-0.91
Mon Jun 02 00:27:35 +0000 2025,We have spoken to @FBIDDBongino and to the National Counterterrorism Center.   The Bolder attack already appears to fit existing terrorist profiles.   The local @FBI will imminently hold a local Press conference to share the latest details.  @WhiteHouse,negative,-0.4404
Sun Jun 01 23:56:53 +0000 2025,"We at @CivilRights are actively monitoring the terrible attack in Boulder, with our partners at @FBI and local law enforcement.",negative,-0.5994
Sun Jun 01 23:56:40 +0000 2025,"Praying for the victims of the evil and monstrous attack in Boulder, Colorado.",negative,-0.8074
Sun Jun 01 23:56:32 +0000 2025,"The @ODNIgov’s National Counterterrorism Center is working with the FBI and local law enforcement on the ground investigating the targeted terror attack against a weekly meeting of Jewish community members who had just gathered in Boulder, CO to raise awareness of the hostages…",negative,-0.7579
Sun Jun 01 23:56:15 +0000 2025,"Our leadership team on the ground in Boulder will be updating you shortly on the attack in Boulder. This act of terror is being investigated as an act of ideologically motivated violence based on the early information, the evidence, and witness accounts. We will speak clearly on…",negative,-0.7096
Sun Jun 01 23:37:02 +0000 2025,"DHS is monitoring the terrorist attack in Boulder, Colorado. We are working with our interagency partners, including the @FBI, and will share more information as soon as it becomes available.   We are praying for the victims and their families. This violence must stop.",negative,-0.9136
Sun Jun 01 23:09:27 +0000 2025,We're united in prayer for the victims of a targeted terror attack this afternoon in Boulder.  Terror has no place in our great country.,negative,-0.7579
Sun Jun 01 22:45:18 +0000 2025,"FBI personnel are on the scene in Boulder, Colorado, along with local law enforcement. We are investigating this incident as an act of terror, and targeted violence. All of the necessary assets will be dedicated to this investigation.  If you have any investigative tips please…",negative,-0.5859
Sun Jun 01 22:45:13 +0000 2025,"We are aware of and fully investigating a targeted terror attack in Boulder, Colorado. Our agents and local law enforcement are on the scene already, and we will share updates as more information becomes available. @FBI",negative,-0.6771
Sun Jun 01 16:02:42 +0000 2025,"“With the help of patriots like you, we're going to produce our own metal, unleash our own energy, secure our own future, build our country, control our destiny &amp; we are once again going to put Pennsylvania steel into the backbone of America like never before.” –President Trump",positive,0.8807
Sun Jun 01 14:54:09 +0000 2025,".@SecScottBessent: ""We wanted to make sure that there aren't price increases, Margaret — and thus far, there have been no price increases. Everything has been alarmist. The inflation numbers are actually dropping. We saw the first drop in inflation in four years.""",negative,-0.25
Sun Jun 01 14:54:03 +0000 2025,The Big Beautiful Bill decreases total spending over the budget window by nearly $2 trillion.,positive,0.5994
Sun Jun 01 14:54:00 +0000 2025,".@Sec_Noem on Harvard: ""These foreign students, for years, have paid full tuition... special participation in programs that China has financed and brought forward. So, these ties to China are deeply alarming — and they're not just Harvard, there's other universities.""",positive,0.228
Sun Jun 01 14:53:55 +0000 2025,"National Economic Council Director Kevin Hassett: ""If the bill doesn't pass, then we're looking at the biggest tax hike in American history ... The idea that it's worse for the deficit to do something that pays for itself if we get 3% growth is just not defensible.""",negative,-0.4939
Sun Jun 01 14:53:52 +0000 2025,"Hakeem Jeffries says ""PEOPLE WILL LITERALLY DIE"" if the One Big Beautiful Bill becomes law.  Of course, everything he says is a complete lie because the bill PROTECTS health care for American citizens.",positive,0.6705
Sun Jun 01 14:53:43 +0000 2025,"Acting ICE Director Todd Lyons says daily arrests of criminal illegal immigrants are at their highest level of the administration so far — and ""you're going to see an increase as we're going forward.""",negative,-0.8225
Sun Jun 01 14:53:34 +0000 2025,".@howardlutnick: ""The $1.2T trade deficit, and all the underlying implications of that, is a National Emergency — it's gutting our manufacturing base... rest assured, tariffs are not going away... Congress has given this authority to @POTUS, and he's going to use it.""",negative,-0.3453
Sun Jun 01 14:53:32 +0000 2025,".@SenMcCormickPA: @POTUS' Nippon-U.S. Steel deal ""was an incredible step forward for steelworkers across our country, for the Mon Valley outside of Pittsburgh. It adds $2.4B of new investment, $14B of investment in places like Indiana and Alabama, Arkansas and Minnesota.""",positive,0.3612
Sun Jun 01 14:53:26 +0000 2025,".@WHOMB Director @RussVought47 on the Trump Administration's budget: ""The NIH has been a bureaucracy that we believe has been weaponized against the American people ... We're still going to give $28 BILLION to the NIH.""",neutral,0.0
Sun Jun 01 14:53:22 +0000 2025,"""This is not a spending bill, this is a reconciliation package. It is reconciling the budget,"" says @SpeakerJohnson. ""What my friends are missing is the tremendous and historic level of spending CUTS that are also in the same package.""",negative,-0.2577
Sun Jun 01 14:53:07 +0000 2025,Let your eyes adjust to the dazzling fireflies at @greatsmokynps in Tennessee and North Carolina. The synchronous fireflies (aka lightning bugs) are among the 19 species found in the park.  Photos by Shawn Rosinski,neutral,0.0
Sun Jun 01 14:52:54 +0000 2025,".@WHOMB Director @RussVought47 on the One Big Beautiful Bill: ""This bill doesn't increase the deficit or hurt the debt. In fact, it LOWERS it by $1.4 trillion.""",negative,-0.4473
Sun Jun 01 14:52:42 +0000 2025,"100 years ago, the Supreme Court made it clear in Pierce v. Society of Sisters: raising children is the responsibility of parents, not the government.   100 years later, the Trump Administration remains committed to protecting parental rights.",positive,0.8074
Sun Jun 01 14:52:29 +0000 2025,Great piece by ⁦@ZitoSalena⁩  ‘Trump returns Pennsylvania steel to the backbone of America’ 💪,positive,0.6249
Sun Jun 01 14:52:07 +0000 2025,"June is #PTSD Awareness Month. For too long, our warriors have battled the invisible wounds of PTSD silence. The fight doesn’t end after the battlefield; it extends into our homes and communities. Let’s shatter the stigma and arm our heroes with the support they deserve.",neutral,0.0258
Sun Jun 01 01:59:48 +0000 2025,"DJ, you’re one of the toughest kids I know! The FBI is proud to have your back as you take on this next challenge. We’re all rooting for you and sending prayers your way. Keep fighting.",positive,0.2244
Sat May 31 16:14:02 +0000 2025,MAGA MOMENTUM  📈 Consumer Confidence High 🏡 Home Sales Surge 🇺🇸 Majority: America on Right Track 🍬 MAHA Skittles Win ⚛️ Gold Standard of Science 🎓 West Point 🎖️ Memorial Day 📉 Cancelling Harvard Contracts 🤖 DOGE Wins 🏗️ $14B Steel Deal &amp; 70K Jobs  @PressSec’s MAGA Minute ⬇️,positive,0.875
