created_at,full_text,sentiment,compound
Sun Nov 03 16:34:41 +0000 2024,A non-citizen from China voted in Michigan  While now facing charges THE VOTE WILL STILL BE COUNTED!,negative,-0.3382
Fri Nov 01 21:05:30 +0000 2024,"Vote for Kamala = Poverty, insecurity and war  Vote for Trump= Prosperity, safety and peace",negative,-0.5719
Fri Nov 01 20:23:25 +0000 2024,"Celebrities have a right to endorse anyone they want, but unlike most voters they don’t have to worry about the cost of living, getting murdered by a migrant criminal or having to send their kids to fight in a war.",negative,-0.9764
Fri Nov 01 19:27:45 +0000 2024,"En los últimos días de esta campaña, prácticamente todos los principales medios de comunicación de EE.UU. están participando abiertamente en el mayor esfuerzo de desinformación de la historia con la esperanza de derrotar a Trump.",neutral,0.0
Fri Nov 01 19:11:37 +0000 2024,"In the closing days of this campaign, virtually every major media outlet in America is openly participating in the largest disinformation effort in history in hopes of defeating Trump",positive,0.0516
Fri Nov 01 18:54:57 +0000 2024,Say No to Hate. Vote Trump. @mcuban stop being a bully.  #womenfortrump,negative,-0.8834
Fri Nov 01 18:54:32 +0000 2024,VOTED EARLY! 🗳️🏆,neutral,0.0
Fri Nov 01 18:54:04 +0000 2024,Go vote!,neutral,0.0
Fri Nov 01 15:02:46 +0000 2024,"They just revised down the estimated job gains in both August &amp; September by a combined 112,000  Remember last month when I said the jobs report from Biden-Harris were fakes used by media to give them positive headlines?   I told you so! 👇",positive,0.5411
Thu Oct 31 14:17:36 +0000 2024,"A non-citizen student illegally voted in Michigan this weekend  Even though the student now faces charges, THE VOTE WILL STILL BE COUNTED!",negative,-0.3382
Wed Oct 30 16:55:39 +0000 2024,"Attorney General Miyares Issues Statement on U.S. Supreme Court Stay of Ruling on Non-Citizen Voting When this began, I promised Virginians we would take this case all the way to the U.S Supreme Court if necessary. Today, I am pleased to report the Court granted our request for…",positive,0.9274
Wed Oct 30 16:24:50 +0000 2024,#NewProfilePic,neutral,0.0
Wed Oct 30 16:24:10 +0000 2024,No permitas que la propaganda barata nos distraiga de lo que realmente importa en estas elecciones,negative,-0.4939
Wed Oct 30 15:50:14 +0000 2024,Biden only said out loud what every top democrat actually believes about anyone who votes for Trump,positive,0.2023
Wed Oct 30 15:30:23 +0000 2024,🚨🚨BREAKING: I am pleased to announce that the US Supreme Court granted Virginia’s emergency stay to keep noncitizens off our voter rolls.,positive,0.7096
Wed Oct 30 02:11:45 +0000 2024,"Sen. @marcorubio: Biden just called our supporters ""GARBAGE."" He's talking about Border Patrol, nurses, teachers, everyday Americans who love their country.  Kamala believes the exact same thing.",positive,0.7964
Wed Oct 30 01:15:11 +0000 2024,"NEW: Marco Rubio tells Trump on stage that he has “breaking news”, informs him that Biden “just called our supporters garbage.”",positive,0.4404
Wed Oct 30 01:13:30 +0000 2024,Biden just called anyone who supports Trump “garbage”,positive,0.3612
Tue Oct 29 23:04:49 +0000 2024,Pennsylvania!!!,neutral,0.0
Mon Oct 28 22:14:38 +0000 2024,President @realDonaldTrump slams Sherrod Brown for his fake ads when he opposed President Trump at every turn:,negative,-0.4767
Mon Oct 28 22:07:00 +0000 2024,Kamala Harris' VP choice Tim Walz had secret fling with daughter of top Chinese Communist official during teaching stint in China,positive,0.2023
Mon Oct 28 21:39:11 +0000 2024,This is what everyone should be outraged by,negative,-0.5423
Mon Oct 28 21:37:21 +0000 2024,"If the story today in @DailyMail is true Tim Walz had a relationship with the daughter of a high ranking Chinese Communist Party official and  remained in contact with her for years after   If you aspire to be Vice-President of the United States, voters deserve to know everything…",positive,0.8074
Mon Oct 28 19:30:09 +0000 2024,"Puerto Rico no es basura, es el hogar de compatriotas norteamericanos que han hecho enormes contribuciones a nuestro país.   Entiendo por qué algunas personas se sintieron ofendidas por los chistes de un comediante anoche. Pero esas no fueron las palabras de Trump. Fueron chistes…",negative,-0.5267
Mon Oct 28 18:52:07 +0000 2024,"Puerto Rico isn’t garbage, it’s home to fellow American citizens who have made tremendous contributions to our country.   I understand why some people were offended by a comedians jokes last night. But those weren’t Trump’s words. They were jokes by an insult comic who offends…",negative,-0.3291
Sun Oct 27 15:49:46 +0000 2024,"These people that once worked for Trump now call him a fascist because they wanted to land big money from corporate boards, speaking fees and university teaching jobs",negative,-0.5574
Fri Oct 25 04:56:32 +0000 2024,"🚨HAPPENING NOW🚨 President Trump stops in Havana Express Cuban Kitchen &amp; Bakery, in Las Vegas, Nevada—prior to this evening #TrumpRally! #LatinosForTrump #Trump2024",negative,-0.2244
Fri Oct 25 04:55:07 +0000 2024,"PRESIDENT TRUMP: ""We are running against the most radical, most incompetent, most unfit Vice President in history. No one respects her. No one trusts her -- We are not only running against her. We are something far bigger and far more powerful than her, which is a massive,…",positive,0.1119
Fri Oct 25 04:54:49 +0000 2024,"PRESIDENT TRUMP: ""After all the catastrophes she has caused, Kamala Harris can’t say one thing she’d do differently -- I am asking you to be excited about the future of our country again. Because this will be America’s new GOLDEN AGE.""",positive,0.34
Fri Oct 25 04:52:49 +0000 2024,"President @realDonaldTrump, @marcorubio, and @VivekGRamaswamy visit Havana Express in Las Vegas! 🇺🇸",neutral,0.0
Fri Oct 25 04:50:42 +0000 2024,"USA! USA! USA! @realDonaldTrump at Havana Express in Las Vegas, NV!",neutral,0.0
Thu Oct 24 18:32:16 +0000 2024,Voting time in the #305,neutral,0.0
Wed Oct 23 18:43:01 +0000 2024,In #Florida Vote NO on 4!,negative,-0.4981
Tue Oct 22 17:15:13 +0000 2024,The Maduro regime in #Venezuela operates the largest torture chamber in the world,negative,-0.5994
Mon Oct 21 20:19:36 +0000 2024,Interesting article!    “China’s Spamouflage disinformation campaign testing techniques on Sen. Marco Rubio”   @TheRecord_Media,positive,0.4574
Thu Oct 17 18:52:35 +0000 2024,"The elimination of the architect of the 7 October attack is a major step towards the only path to genuine peace, the complete defeat of Hamas.",negative,-0.3818
Mon Oct 07 19:14:58 +0000 2024,I am asking everyone to EVACUATE immediately. This is going to be a catastrophic hit.,negative,-0.4939
Mon Oct 07 19:12:26 +0000 2024,As of this morning all the models are converging on the same path.   This storm is NOT going to turn away at the last minute.   If you live in an evacuation zone the time to leave is as soon as you can. Do NOT wait for the last minute.,negative,-0.0516
Mon Oct 07 18:30:48 +0000 2024,Several years ago I asked @NHC_Atlantic to show me what the worst case storm hitting Florida would look like  What they showed me back then is almost identical to the #Milton forecast now,negative,-0.3818
Mon Oct 07 15:57:50 +0000 2024,One year ago we saw the face of evil and reminded of why it must be defeated,negative,-0.8176
Sat Oct 05 13:10:36 +0000 2024,.@CollegeGameDay is the best program on television,positive,0.6369
Fri Oct 04 19:52:15 +0000 2024,"16 of last 19 job numbers have been revised down afterwards   Just in March they had to admit they overstated job numbers by over 800,000 👇",positive,0.2023
Fri Oct 04 18:22:02 +0000 2024,"Israel actions in Lebanon have NOTHING to do with influencing U.S. elections   It has everything to do with the FACT that for almost a year now over 60,000 Israelis have living in hotels &amp; their kids going to school online because Hezbollah is firing anti-tank rockets at their…",negative,-0.34
Fri Oct 04 16:53:38 +0000 2024,Another fake jobs report out from Biden-Harris government today   16 of the last 17 reports have been significantly revised  downwards after media helps them with their fake headlines  But all the fake numbers in the world aren’t going to fool people dealing with the Biden-Harris…,negative,-0.8834
Fri Oct 04 16:42:36 +0000 2024,If we can help please see below,positive,0.6124
Wed Oct 02 21:09:59 +0000 2024,"Israel should respond to Iran the way the U.S. would respond if some country launched 180 missiles at us   And they should do in Lebanon what we would be demanding our leaders do if terrorists were launching anti-tank rockets at us from a neighboring country, forcing 60000…",negative,-0.6705
Wed Oct 02 17:00:50 +0000 2024,Last night @JDVance exposed why Harris-Walz avoid media interviews. What they say they will do and what they have done (or failed to do) while in power does not match up.,negative,-0.7003
Wed Oct 02 13:08:36 +0000 2024,Thank you to all the local govt officials and volunteers helping #Florida recover from the damage from #HurricaneHelene,positive,0.128
Wed Oct 02 01:36:38 +0000 2024,"Once again another major media outlet embarrasses themselves on a debate stage. In just the first 30 minutes of the CBS debate the moderators have already offered two gratuitous editorial statements, (one of them misleading), taking a shot at JD Vance under the guise of “fact…",negative,-0.4019
Tue Oct 01 21:13:08 +0000 2024,Iranian regime was fully aware of the consequences of a direct attack on Israel &amp; decided to do so anyways.   Those demanding Israel show “restraint” should remember that they have the ability to inflict regime threatening damage on Iran &amp; have already shown restraint by not…,negative,-0.8612
Tue Oct 01 18:24:26 +0000 2024,Iran regime attack on Israel was a very dangerous miscalculation. Israel can target and inflict severe damage directly on the regime. And that is now what we will likely see happen next.,negative,-0.9061
Tue Oct 01 18:10:09 +0000 2024,Iran regime wants to destroy Israel so they can become the dominant power in the Middle East   Appeasement will not change their behavior  Only threatening the survival of the regime through maximum pressure and direct and disproportionate measures has a chance to influence and…,negative,-0.7964
Tue Oct 01 17:02:17 +0000 2024,Large scale (not symbolic) missile attack from Iranian regime against Israel. A large scale Israeli retaliatory response inside Iran is certain to follow.,negative,-0.25
Thu Sep 26 17:09:52 +0000 2024,Secret Service failures are especially troubling because our federal agencies have all known for three years how serious the Iranian regime plot against @realDonaldTrump is,negative,-0.796
Thu Sep 26 12:06:50 +0000 2024,15-20ft storm surge projected for parts of Florida’s big-bend  No one will survive surges like this   If you are in an evacuation zone please get out now!  #HurricaneHelene,positive,0.4389
Wed Sep 25 20:15:01 +0000 2024,If authorities ask you to evacuate in advance of #HurricaneHelene please do it. An 18ft storm surge is not something you can ride out!,positive,0.3802
Wed Sep 25 14:31:27 +0000 2024,The Iranian threat against @realDonaldTrump is now THE most serious plot by a foreign power against an American leader EVER  👇REMINDER: The official website of the Ayatollah released this video in Jan of 2022 👇,negative,-0.6115
Wed Sep 25 11:36:38 +0000 2024,If you live in NW Florida please wrap up your preparations for #HurricaneHelene by tonight. High winds could begin to impact us as early as 8am tomorrow morning,positive,0.3182
Thu Sep 19 20:49:48 +0000 2024,Increase the reward for narco-dictator Maduro to $100 million,positive,0.7184
Fri Sep 06 10:33:43 +0000 2024,"Since March, Biden and Kamala Harris have ignored my warnings about this dangerous gang they allowed into our country  Sadly, the worst is yet to come",negative,-0.926
Fri Sep 06 10:12:56 +0000 2024,After Gator/49er Ricky Pearsall was shot in SanFran last Saturday  Sgt. Joelle Harrell prayed with him and helped stop the bleeding while they waited for the ambulance    #RealHero,negative,-0.296
Fri Sep 06 09:57:39 +0000 2024,Must read!!!,neutral,0.0
Fri Sep 06 09:53:46 +0000 2024,Great day with the next Senator from Ohio @berniemoreno   Please help him win and take back the Senate,positive,0.9169
Fri Aug 30 17:25:44 +0000 2024,That feeling when you KNOW something really good is about to happen that will surprise a lot of people,positive,0.6997
Fri Aug 30 15:19:38 +0000 2024,Said it in 2015!   Happy to see that 9 years later a growing number of Gen Zers skipping college to take good paying blue-collar careers,positive,0.8356
Fri Aug 16 17:23:14 +0000 2024,Exactly!,neutral,0.0
Thu Aug 15 18:26:53 +0000 2024,Kamala wants to bring to America the policies of leaders and countries millions of people have fled #PriceControls,neutral,0.0
Thu Aug 15 18:00:40 +0000 2024,Why? Maduro will just rig and steal them again.,negative,-0.5719
Thu Aug 08 20:56:15 +0000 2024,MORE HISTORY FOR MOORE!!!  The first U.S. woman to qualify for both the Triple Jump and Long Jump becomes the first U.S. woman to MEDAL in both events. No one quite like @Jasmineemoo   #GoGators | #OlympiansMadeHere,positive,0.7432
Thu Aug 08 20:53:01 +0000 2024,🐊🐊🐊#GoGators,neutral,0.0
Thu Aug 08 20:50:10 +0000 2024,"Gator Nation currently ranks 13th in the 2024 Paris #Olympics medal count.  Florida #Gators results, schedule, medal table &amp; athlete roster for #Paris2024:",positive,0.7351
Thu Aug 08 14:51:40 +0000 2024,Last week senate democrats voted in favor of using U.S. taxpayer dollars to subsidize China flooding our country with electric cars they are building in Mexico,positive,0.4019
Thu Aug 08 14:45:29 +0000 2024,"Walz is an example of how Beijing patiently grooms future American leaders  Decades later they get into positions of power,are portrayed as “experts” by the media &amp; push for policies that allow China to steal our jobs &amp; factories &amp; flood America with drugs",negative,-0.3182
Wed Aug 07 18:32:44 +0000 2024,Savage!,negative,-0.5093
Tue Aug 06 15:19:11 +0000 2024,With #HarrisWalz ticket the lunatic left has completed its takeover of the democrat party,negative,-0.128
Sun Aug 04 19:43:37 +0000 2024,"El resultado es claro: obtuve más del 67% de los votos según el 81% de los datos emitidos por el sistema automatizado y disponibles en:   El régimen ha proclamado resultados falsos e indemostrables, deben ser rechazados y ser verificados imparcialmente.…",positive,0.34
Sun Aug 04 19:39:44 +0000 2024,NEW: Storm surge of 3 feet approaching high tide causing flooding in Downtown Fort Myers and here at WINK in Southwest Florida. (No water has entered the building). #Debby @WINKNews,neutral,0.0
Sun Aug 04 18:51:55 +0000 2024,"Mientras el narco-régimen de Maduro le vende al mundo una victoria fraudulenta, la realidad es que su maquinaria de represión no cesa.    Son más de 930 arrestos en Venezuela, incluyendo 90 adolescentes.   ¡EL DEFENDER UN VOTO NO ES UN CRIMEN!",negative,-0.5093
Sun Aug 04 18:28:18 +0000 2024,"Gator Nation currently sits 12th in the 2024 Paris #Olympics medal count.  Florida #Gators results, schedule, medal table &amp; athlete roster for #Paris2024:",positive,0.7351
Thu Aug 01 23:06:08 +0000 2024,Maduro now hoping to get a “deal” with the U.S. before Trump returns to the White House in 6 months,positive,0.4215
Thu Aug 01 22:42:35 +0000 2024,"The media is still acting like Kamala Harris didn’t exist before July 24, 2024",positive,0.3612
Thu Aug 01 22:34:47 +0000 2024,Maduro tried to block @elonmusk on @X 😂,negative,-0.4404
Wed Jul 31 21:10:29 +0000 2024,"If Maduro does not accept he lost the election #Venezuela will soon find itself isolated from its neighbors and much of the world.   The only survival option for the Maduro regime is to order the armed forces, national guard and police to kill their fellow citizens   Those…",negative,-0.8032
Wed Jul 31 21:07:24 +0000 2024,👀 Maduro Regime henchmen abduction of a woman in her home today captured during live feed online,negative,-0.5859
Wed Jul 31 21:00:37 +0000 2024,Trump sobre crisis en Venezuela: «Nunca debieron levantar las sanciones contra Maduro (…) no fueron elecciones libres ni justas»,negative,-0.743
Wed Jul 31 12:08:01 +0000 2024,"The world is a better place without people like Ismail Haniyeh, the leader of a group of savages that deliberately targeted and raped, kidnapped and murdered innocent civilians and vowed to do it again.    And an Iranian regime that is actively organizing the assassination of…",negative,-0.9154
Wed Jul 31 05:09:21 +0000 2024,On July 22nd the Minister of Defense of #Venezuela Padrino López welcomed the Carter Center and spoke in glowing terms about their work monitoring elections  Tonight the CarterCenter issued a statement saying the elections in Venezuela are not democratic or valid   The military…,positive,0.4404
Wed Jul 31 04:55:40 +0000 2024,Very serious situation developing in multiple cities in #Venezuela tonight. Regime security forces and the criminal “colectivos”street gangs sent to suppress anti-Maduro protests are coming under fire from groups of armed civilians,negative,-0.7089
Wed Jul 31 04:45:49 +0000 2024,In a dangerous violation of law the Maduro regime is carrying out a siege at the residence of the embassy of #Argentina in Caracas.  They have cut power to the compound since Tuesday morning and surrounded it with armed regime forces.,negative,-0.8126
Wed Jul 31 04:41:18 +0000 2024,"The Carter Center, which Maduro’s own government authorized to be independent election observers, has found that Venezuela's 2024 presidential election did not meet international standards for electoral integrity and cannot be considered democratic.  The lack of transparency and…",positive,0.0772
Wed Jul 31 04:39:46 +0000 2024,"Elección presidencial de Venezuela ""no puede ser considerada democrática"", dice Centro Carter",negative,-0.296
Wed Jul 31 04:38:42 +0000 2024,"🚨The ⁦@CarterCenter⁩, the only international observers Maduró allowed into the country has now confirmed that the 2024 presidential election in #Venezuela did not meet international standards of electoral integrity &amp; cannot be considered democratic",positive,0.3818
Tue Jul 30 11:32:05 +0000 2024,Socialism ALWAYS leads to poverty &amp; tyranny #Venezuela,negative,-0.5106
Tue Jul 30 02:04:19 +0000 2024,Hugo Chávez is having a really bad day! #Venezuela,negative,-0.623
Tue Jul 30 01:54:22 +0000 2024,#NewProfilePic,neutral,0.0
Tue Jul 30 01:50:46 +0000 2024,"For those new to the issue of #Venezuela let me introduce you to the charming Diosdado Cabello, Minister of Drug Trafficking and Corruption   In partnership with high ranking generals he runs the “Cartel de los Soles”  $10 million available to anyone who can help make him a…",positive,0.7579
Tue Jul 30 01:33:43 +0000 2024,Los insultos del Dictador Maduro para mí son halagos. Casualmente repitiendo los mismos agravios de muchos “periodistas” bienpensantes de la Argentina cuya posición endeble permite que las atrocidades de Maduro sean legitimadas.   Ni él se cree la estafa electoral que festeja. La…,neutral,0.0
Tue Jul 30 01:33:39 +0000 2024,Lo que vimos ayer en Venezuela no tiene otro nombre más que fraude. Una “elección” donde el resultado oficial no tiene relación con la realidad. Algo evidente para cualquiera.  Rompimos relaciones diplomáticas con Maduro desde hace 4 años. No las reabriremos hasta que su pueblo…,negative,-0.6808
Tue Jul 30 01:04:55 +0000 2024,7 years ago the Maduro regime began to partner with criminal street gangs called “colectivos”  They allow these gangs to carry out their criminal activities with impunity  In return the gangs agree to terrorize political opponents of the regime when called upon…,negative,-0.8271
Tue Jul 30 00:56:40 +0000 2024,Heavily armed Maduro regime forces continue to assault civilians protesting the fraudulent elections in #Venezuela,negative,-0.8689
Tue Jul 30 00:44:04 +0000 2024,"Do we allow another 25 years of tyranny?   Do we allow the Russians, CCP &amp; the drug cartels to use Venezuela as ground zero planning harm to the US?   Do we allow Venezuela’s collapse to continue to flood the US w/ refugees?  President-Elect Edmundo Gonzalez won!",positive,0.3678
Tue Jul 30 00:29:33 +0000 2024,The dominoes continue to fall,neutral,0.0
Tue Jul 30 00:18:44 +0000 2024,7:49 p.m. #Vargas | Los manifestantes entonan el Himno Nacional en la redoma de Punta de Mulatos en la parroquia La Guaira #29jul - vía Infociudadano El Pitazo,neutral,0.0
Tue Jul 30 00:18:30 +0000 2024,"📍San Joaquín, Carabobo  8:12pm  Ganamos, y vamos a cobrar🇻🇪💪🏻",neutral,0.0
Tue Jul 30 00:17:59 +0000 2024,#venezuela today after fake election by Maduro,negative,-0.4767
Tue Jul 30 00:15:29 +0000 2024,Reports that Maduro regime forces surrounded the Embassy of Argentina in #Venezuela today but then decided to leave when outraged citizens began to show up in mass,negative,-0.7227
Tue Jul 30 00:13:39 +0000 2024,Adios Dictatora Maduro,neutral,0.0
Mon Jul 29 23:13:28 +0000 2024,Another foreign policy fiasco from the Biden-Harris team  They gave Maduro relief from Trump oil sanctions and released his top money launderer &amp; his two convicted drug dealer nephews in exchange for a “promise” to hold fair elections monitored by neutral international observers…,positive,0.4404
Mon Jul 29 05:05:20 +0000 2024,Biden &amp; Harris broadly eased Trump sanctions on Maduro regime as part of a “deal” for elections in #Venezuela   Today was that election and it was a complete fraud   The latest example of how our enemies have suckered Biden and Harris repeatedly over the last four years,negative,-0.8316
Mon Jul 29 04:27:56 +0000 2024,"El único ""ataque"" a las elecciones en #Venezuela es el fraude llevado a cabo por @cneesvzla, que está controlado por el régimen narcoterrorista de Maduro  The only “attack” on the elections in #Venezuela is the fraud carried out by @cneesvzla which is controlled by the…",negative,-0.5859
Mon Jul 29 04:22:44 +0000 2024,"Después de anunciar un fraude completo en las elecciones, espere que el régimen de Maduro ahora apague Internet dentro de #Venezuela para dificultar que los que están dentro se comuniquen entre sí y con el mundo  After announcing a complete fraud in the election expect the Maduro…",negative,-0.5859
Mon Jul 29 04:14:10 +0000 2024,El régimen de Maduro acaba de llevar a cabo las elecciones farsa más predecibles y ridículas de la historia moderna  The Maduro regime in #Venezuela has just carried out the most predictable and ridiculous sham election in modern history,negative,-0.4144
Mon Jul 29 03:54:21 +0000 2024,Maduro perdió por al menos 30 puntos. Ahora el CNE controlado por Maduro está retrasando el recuento oficial de votos mientras trabajan para manipular los votos.  Maduro lost by at least 30 points. Now the Maduro controlled national election council is delaying the official vote…,negative,-0.3182
Mon Jul 29 00:11:10 +0000 2024,Todo el mundo sabe que la participación masiva de los votantes como la que se ve hoy en #Venezuela resultaría en una gran  derrota por parte de Maduro. La ÚNICA forma en que gana es si intentan llevar a cabo un fraude masivo.  Everybody knows massive voter turnout like the one…,positive,0.3612
Sun Jul 28 05:04:02 +0000 2024,If the election in #Venezuela today is legitimate Maduro will lose by 40 points  But the election commission that counts the votes is controlled by the Maduro regime and they will do everything they can to try and steal it,negative,-0.7311
Sun Jul 28 03:52:55 +0000 2024,While others understandably fled @MariaCorinaYA  stayed in #Venezuela and has courageously confronted the Maduro regime for over a decade  She is a modern day hero and one of the bravest people in the world,positive,0.8555
Sat Jul 27 20:45:41 +0000 2024,Everything they are attacking @JDVance on is exactly what the leftist would have said about whoever Trump picked  They will say and do anything to distract from the failed policies of the last four years and the far-left record of Kamala Harris,negative,-0.8176
Sat Jul 27 01:10:35 +0000 2024,“In the last time there will be scoffers who will live according to their own godless desires.” Jude 1:18,neutral,0.0
Sat Jul 27 00:52:06 +0000 2024,They spent all that money to host #Olympic2024 in #Paris only to embarrass #France by opening the games with a freak show?,negative,-0.6249
Thu Jul 25 03:29:48 +0000 2024,These two Hamas supporters vandalized and defaced property in Washington D.C. today. It should not be hard to identify and arrest them.,positive,0.2013
Thu Jul 25 03:17:04 +0000 2024,Bibi in the House🇺🇸. @netanyahu,neutral,0.0
Thu Jul 25 03:13:23 +0000 2024,How many more times are they going to allow leftist degenerates who support terrorism and hate America to vandalize property and attack police? There should have been hundreds of arrests today in D.C. not just 23.,negative,-0.8934
Wed Jul 24 14:11:23 +0000 2024,"Even before the attempted assassination of Trump, federal agencies knew a rooftop sniper was a significant vulnerability at his outdoor rallies and Secret Service failed to address it",negative,-0.8074
Thu Jul 18 16:29:05 +0000 2024,"Last night America was introduced to @JDVance1 &amp; got a glimpse of who he is, incredibly intelligent, lives like a regular guy, passionately loves our country and who no one can lecture about the American Dream",positive,0.9179
Thu Jul 18 15:28:28 +0000 2024,"If democrats believe Biden’s doesn’t have the mental acuity to be their candidate, how can they allow him to continue to be our President?",positive,0.2263
Thu Jul 18 04:08:52 +0000 2024,Night 3 of the best RNC Convention in 40 years. Great job by JD!,positive,0.8622
Wed Jul 17 17:47:43 +0000 2024,"This is worth watching in full. Marco is incredibly talented, and understands the task before us--to rebuild American industry and vitality--better than almost anyone.",positive,0.6697
Wed Jul 17 17:31:09 +0000 2024,I can’t think of a worse possible way to respond to a crisis than how DHS &amp; Secret Service have responded since last Saturday,negative,-0.802
Wed Jul 17 04:36:20 +0000 2024,Sen. Marco Rubio’s full speech at the RNC:,neutral,0.0
Mon Jul 15 21:38:39 +0000 2024,JD Vance is a fantastic choice. Americans will soon see this is an incredibly intelligent and talented man who is completely committed to making America great again.    Vote for #TrumpVance2024  so we can unite our people and save our country!,positive,0.9659
Mon Jul 15 19:11:06 +0000 2024,#TrumpVance2024!!!,neutral,0.0
Mon Jul 15 13:59:21 +0000 2024,Dismissed!,neutral,0.0
Sun Jul 14 17:18:36 +0000 2024,Here is how to help support the Butler PA Victims,positive,0.4767
Sun Jul 14 00:10:58 +0000 2024,This is the fighter America needs!,positive,0.2244
Sat Jul 13 23:07:09 +0000 2024,UPDATE: District Attorney says he believes the person who died was “someone in the crowd.” @WTAE,negative,-0.5574
Sat Jul 13 22:59:58 +0000 2024,Another one!,neutral,0.0
Sat Jul 13 22:54:26 +0000 2024,He'll never stop fighting to Save America 🇺🇸,positive,0.735
Sat Jul 13 22:53:36 +0000 2024,Even in a horrifying moment such as this they just can’t help themselves.,negative,-0.25
Sat Jul 13 22:48:35 +0000 2024,Really? No mention of the attempt to kill him?,negative,-0.8202
Sat Jul 13 22:43:21 +0000 2024,God protected President Trump,positive,0.6124
Sat Jul 13 22:29:22 +0000 2024,Praying for President Trump and all those attending the rally in Pennsylvania today.,positive,0.3612
Wed Jul 10 09:37:06 +0000 2024,Sen. @marcorubio: “It’s the most important election we’ve had…Can we afford another four years like this?…while they’re trying to figure out who their nominee is…we know who our nominee is. He’s going to be the next President of the United States and his name is Donald Trump.”,positive,0.7501
Thu Jun 20 18:47:47 +0000 2024,As I have been warning about for months because of Hezbollah &amp; the regime in Iran the threat of a very dangerous war is brewing in the Middle East,negative,-0.9242
Sat Jun 15 23:36:54 +0000 2024,In 2023 a wanted killer fled El Salvador to America by crossing Biden’s open border &amp; was released into our country by Biden  Last night he was arrested in Maryland for the murder of a mother of 5,negative,-0.9201
Sat Jun 15 01:16:36 +0000 2024,"U.S. Senator Marco Rubio @marcorubio speaks at President Trump’s birthday celebration with Club 47 in West Palm Beach, FL",neutral,0.0
Sat Jun 15 01:15:38 +0000 2024,"The next time you go out to eat or visit a bar, please tip   &amp; write on the receipt,   “Elect Trump &amp; you’ll keep 100% of your tips.”   Take a picture &amp; let’s grow the trend.   Trump Won’t Tax Tips   h/t @TruthWarriorFJB",positive,0.3182
Fri Jun 14 16:05:21 +0000 2024,Today we honor a great flag that represents a great country!,positive,0.9134
Tue Jun 11 12:41:37 +0000 2024,"For the extremist far-left, politics is their religion &amp; government is their god",positive,0.2732
Thu Jun 06 21:08:18 +0000 2024,"The painfully obvious truth about Biden’s isn’t just politically embarrassing, it’s dangerous  U.S. media can keep trying to downplay it, but have zero doubt that in Beijing, Moscow and Tehran they notice",negative,-0.7684
Thu Jun 06 18:54:42 +0000 2024,80 years ago today my friend James Weir was a teenager steering a LCTA Gunfire Support Craft toward the beaches of Normandy   I mentioned him this morning to someone on the Trump team   Less than 30 minutes later he got a call from the 45th and soon to be 47th President of the…,positive,0.7096
Thu Jun 06 14:11:03 +0000 2024,We haven’t had a Russian submarine carrying nuclear capable missiles operating in the Caribbean in over 30 years  So if the regime in #Cuba decides to allow one to make a port call just 90 miles from our shores the Biden administration must impose real consequences on them…,positive,0.3182
Wed Jun 05 13:04:52 +0000 2024,I have been warning the Biden Administration for months that we are being invaded by dangerous gang members and yet they keep letting them in.,negative,-0.6705
Tue Jun 04 18:20:24 +0000 2024,"NEW: In statement to FOX, ICE confirms the suspect accused of shooting two NYPD officers is a Venezuelan illegal alien who was caught &amp; released at the border in Eagle Pass, TX in July 2023. ICE also says his immigration case was dismissed by a DOJ immigration judge last month.",negative,-0.5813
Tue Jun 04 18:19:28 +0000 2024,"In no way can Biden’s executive order be described as “shutting down” the border.  It bans asylum to some illegal crossers, with some exceptions.  It does *not* stop or slow the up to 1,500 migrants per day released into the U.S. via CBP One app at ports of entry, and does not…",negative,-0.7906
Tue Jun 04 18:19:14 +0000 2024,Joe Biden wants us all to forget what he did on DAY ONE of his presidency.   It would be a shame if we made this viral.,negative,-0.6124
Tue Jun 04 18:18:36 +0000 2024,Biden new border “plan” is a joke  Even if Biden actually enforced it fully (which he won’t) it would still allow close to a million people a year to cross illegally ON TOP OF the 10 million he has already allowed in over the last 3 years,positive,0.6841
Mon Jun 03 17:14:15 +0000 2024,"Faith, Family and Community may be “ancient ideas” but they still work. They helped make America a great country and we need them now more than ever!",positive,0.8335
Mon Jun 03 17:11:04 +0000 2024,"Pleased to join President Trump in offering my endorsement for Christine Serrano Glassner in her race for the U.S. Senate from New Jersey.  Democrats have neglected hard working families across Florida, New Jersey, and all of America. Vote for @Christine4nj tomorrow!",positive,0.4389
Mon Jun 03 13:54:50 +0000 2024,So proud of my friend @Jenniffer and of her big upset win in the primary for Governor of #PuertoRico,positive,0.8313
Sat Jun 01 22:04:24 +0000 2024,"¡Este domingo Puerto Rico saldrá a votar por su próxima gobernadora, mi amiga, @Jenniffer y por el Capitán @ElmerRomanPR!  Ambos lucharán por los cambios que necesitan nuestros compatriotas de la isla del encanto.",neutral,0.0
Fri May 31 19:42:44 +0000 2024,Our current President is a demented man propped up by wicked &amp; deranged people willing to destroy our country to remain in power  It’s time to fight 🔥with 🔥,negative,-0.8591
Fri May 31 19:32:31 +0000 2024,The only verdict that matters is in November at the ballot box!,positive,0.2481
Fri May 31 19:02:52 +0000 2024,"🚨REPORTER: “Mr. President, can you tell us, sir, Donald Trump refers to himself as a political prisoner and blames you directly? What’s your response to that sir?”  BIDEN: *Evil Smirk*",negative,-0.7622
