title,summary,link,publisher,pubDate,source,text,finbert_positive,finbert_neutral,finbert_negative
Is Apple Stock a Bad-News Buy?,Apple's stock is down significantly this year as multiple factors have been weighing down its valuation.  Tariffs and a fumbled artificial intelligence strategy could further impact its near-term growth prospects.  Shares of tech and consumer giant Apple (NASDAQ: AAPL) are down around 20% this year.,https://finnhub.io/api/news?id=0d2125a12821f7eaa39a7effa03f54ca9d298f2a757c0da23eae1078fa208178,Yahoo,2025-06-05 09:51:00,finnhub,Is Apple Stock a Bad-News Buy?. Apple's stock is down significantly this year as multiple factors have been weighing down its valuation.  Tariffs and a fumbled artificial intelligence strategy could further impact its near-term growth prospects.  Shares of tech and consumer giant Apple (NASDAQ: AAPL) are down around 20% this year.,3.2707220043448615e-07,3.636420231600823e-08,0.9999996423721313
Prediction: 3 Stocks That'll Be Worth More Than Microsoft 10 Years From Now,Nvidia could leap past Microsoft sooner rather than later.  Smart glasses could provide a much-needed spark for Apple.  Amazon could benefit from Microsoft's seemingly deteriorating relationship with OpenAI.,https://finnhub.io/api/news?id=bbc1874c3092209f08e12ea865f467d7ab5cb29da91465e3ed0792809d91ae95,Yahoo,2025-06-05 08:50:00,finnhub,Prediction: 3 Stocks That'll Be Worth More Than Microsoft 10 Years From Now. Nvidia could leap past Microsoft sooner rather than later.  Smart glasses could provide a much-needed spark for Apple.  Amazon could benefit from Microsoft's seemingly deteriorating relationship with OpenAI.,0.9999979734420776,7.900293041984696e-08,1.9009627294508391e-06
Jim Cramer Notes Apple Inc (AAPL) Faces Tariff Pain Over India Shift,"We recently published a list of Jim Cramer Talked About These 16 Stocks Recently. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discussed recently. While discussing Apple Inc. (NASDAQ:AAPL), Cramer noted that the tariffs are hitting the company, as he said: […]",https://finnhub.io/api/news?id=40801eeaa5a8433cceeb417d6c29b32bc756a2e5494b008d2643e5afe26f2822,Yahoo,2025-06-05 08:27:46,finnhub,"Jim Cramer Notes Apple Inc (AAPL) Faces Tariff Pain Over India Shift. We recently published a list of Jim Cramer Talked About These 16 Stocks Recently. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other stocks that Jim Cramer discussed recently. While discussing Apple Inc. (NASDAQ:AAPL), Cramer noted that the tariffs are hitting the company, as he said: […]",4.707610423793085e-05,0.008200226351618767,0.9917526841163635
Why OpenAI’s latest moves could signal more trouble ahead for Apple’s stock,Why OpenAI’s latest moves could signal more trouble ahead for Apple’s stock,https://finnhub.io/api/news?id=d0629fa01a3619c731c45abe8d92b530974519e441f631d4d0a6353802003371,MarketWatch,2025-06-05 07:52:00,finnhub,Why OpenAI’s latest moves could signal more trouble ahead for Apple’s stock. Why OpenAI’s latest moves could signal more trouble ahead for Apple’s stock,0.000284305278910324,0.0005273488350212574,0.9991883635520935
My 3 Favorite Stocks to Buy Right Now,"Two of the three are currently out of favor, while the third is a mostly unknown name that's just become a timely prospect.",https://finnhub.io/api/news?id=6f402b15431b439d81310e414ada3111ce75f941c7560ef7c0604d922bd7f185,Yahoo,2025-06-05 07:45:00,finnhub,"My 3 Favorite Stocks to Buy Right Now. Two of the three are currently out of favor, while the third is a mostly unknown name that's just become a timely prospect.",0.9822429418563843,0.017152084037661552,0.000605045584961772
OnePlus Pad 3: OnePlus aims for nothing less than the top spot with its tablet,"Copyright © BusinessAMBE 2023OnePlus has just officially announced its new touchscreen tablet, the OnePlus Pad 3. With this third-generation tablet, the Chinese manufacturer is raising the bar in...",https://finnhub.io/api/news?id=ffd4a406470a9469e1188af00b65c1ebbb119d8c2bb1a89127036437a52200a1,Finnhub,2025-06-05 04:01:09,finnhub,"OnePlus Pad 3: OnePlus aims for nothing less than the top spot with its tablet. Copyright © BusinessAMBE 2023OnePlus has just officially announced its new touchscreen tablet, the OnePlus Pad 3. With this third-generation tablet, the Chinese manufacturer is raising the bar in...",0.3098582625389099,0.689960241317749,0.00018142940825782716
"Foxconn: May Revenue +11.92% Y/Y, Sees Q/Q, Y/Y growth in Q2","Foxconn: * MAY REVENUE +11.92% Y/Y * BASED ON CURRENT VISIBILITY, THE OPERATIONAL OUTLOOK FORQ2ANTICIPATES BOTH QOQ AND YOY GROWTH, BUT THE IMPACT OF EVOLVINGGLOBAL...",https://finnhub.io/api/news?id=c5ed04309f1ed9020e9dcbb54602f4f104921e29cb7e6cc67bba0a17fc2a514b,Finnhub,2025-06-05 03:39:07,finnhub,"Foxconn: May Revenue +11.92% Y/Y, Sees Q/Q, Y/Y growth in Q2. Foxconn: * MAY REVENUE +11.92% Y/Y * BASED ON CURRENT VISIBILITY, THE OPERATIONAL OUTLOOK FORQ2ANTICIPATES BOTH QOQ AND YOY GROWTH, BUT THE IMPACT OF EVOLVINGGLOBAL...",0.016165507957339287,0.9838010668754578,3.3376833016518503e-05
US Business Optimism Slumps in ‘Clear Pivot’ From Trump Election,The AICPA found that one in five business executives believe the US is already in a recession.,https://finnhub.io/api/news?id=db1f8c944419f4b9ff31b945c018714b0f950541e93c43dfaf77ad09aa6bd453,Yahoo,2025-06-05 03:30:00,finnhub,US Business Optimism Slumps in ‘Clear Pivot’ From Trump Election. The AICPA found that one in five business executives believe the US is already in a recession.,1.6020750990719534e-05,9.529072121949866e-05,0.9998886585235596
Apple appeals €500 million fine for violation of EU digital markets law,Copyright © BusinessAMBE 2023Key takeawaysApple is appealing a €500 million fine for violating the Digital Markets Act.The company claims the EU's interoperability requirements threaten the...,https://finnhub.io/api/news?id=63e94f85b5cef51441c720d45b6763e7cae4cbf5e7b2a618e56948268f7084e9,Finnhub,2025-06-05 02:01:26,finnhub,Apple appeals €500 million fine for violation of EU digital markets law. Copyright © BusinessAMBE 2023Key takeawaysApple is appealing a €500 million fine for violating the Digital Markets Act.The company claims the EU's interoperability requirements threaten the...,0.19309283792972565,0.35429146885871887,0.4526156783103943
APPLE INC : UBS remains Neutral,David Vogt from UBS retains his Neutral opinion on the stock. The target price is unchanged at USD 210.,https://finnhub.io/api/news?id=0e4d4ddec76be7aa55d1ea41f03998bb85db2c86568e06f724b16d85bfc81ea9,Finnhub,2025-06-05 02:00:21,finnhub,APPLE INC : UBS remains Neutral. David Vogt from UBS retains his Neutral opinion on the stock. The target price is unchanged at USD 210.,0.00011922226985916495,0.46277183294296265,0.5371090173721313
"Apple analyst raises alarm about earnings, revenue growth",This is what could happen next to Apple shares.,https://finnhub.io/api/news?id=47be313e1e81b745a3a0b3211ca67ed521e5bcc244a6c7be5ace4d8c1640f2e9,Yahoo,2025-06-04 21:28:29,finnhub,"Apple analyst raises alarm about earnings, revenue growth. This is what could happen next to Apple shares.",0.11283884942531586,0.4591430723667145,0.42801809310913086
Apple loses bid to pause app store reform order in Epic Games case,"(Reuters) -Apple on Wednesday failed to persuade a U.S. appeals court to pause key parts of a federal judge's order requiring the iPhone maker to immediately open its lucrative App Store to more competition.  The 9th U.S. Circuit Court of Appeals rejected Apple's request to put the provisions on hold as the tech company appeals the judge's order, which came in a long-running antitrust lawsuit brought by “Fortnite” maker Epic Games.  U.S. District Judge Yvonne Gonzalez Rogers in April found Apple in contempt of an earlier injunction order she issued in the Epic Games case.",https://finnhub.io/api/news?id=fe1095770a8bee9f62c0ad183dd70d21294fd9731b5e15eb8b7d7e3564c90be5,Yahoo,2025-06-04 21:10:37,finnhub,"Apple loses bid to pause app store reform order in Epic Games case. (Reuters) -Apple on Wednesday failed to persuade a U.S. appeals court to pause key parts of a federal judge's order requiring the iPhone maker to immediately open its lucrative App Store to more competition.  The 9th U.S. Circuit Court of Appeals rejected Apple's request to put the provisions on hold as the tech company appeals the judge's order, which came in a long-running antitrust lawsuit brought by “Fortnite” maker Epic Games.  U.S. District Judge Yvonne Gonzalez Rogers in April found Apple in contempt of an earlier injunction order she issued in the Epic Games case.",0.0009471409721300006,0.0009219240746460855,0.9981309771537781
A Prominent Tech Analyst Adds a New Role: Pitching a Stock Fund,The IVES ETF includes 30 AI-focused tech stocks. It puts analyst Dan Ives in the unusual position of covering tech companies while pitching a fund full of their stocks.,https://finnhub.io/api/news?id=02a4ad920d9392ebdab917bc99087764b9f0c9778d3f7db33301cab8da4ef586,Yahoo,2025-06-04 20:52:00,finnhub,A Prominent Tech Analyst Adds a New Role: Pitching a Stock Fund. The IVES ETF includes 30 AI-focused tech stocks. It puts analyst Dan Ives in the unusual position of covering tech companies while pitching a fund full of their stocks.,5.473667897604173e-06,0.9999932050704956,1.334721559942409e-06
Market’s New Hope for Apple (AAPL) ‘Super Cycle’ After AI Dissappointment: iPhone Air,CNBC’s Steve Kovach talked about a new Loop Capital take on Apple Inc. (NASDAQ:AAPL) which says tariffs could bode well for the company. Kovach said he does not “buy” Loop’s argument but highlighted another interesting element in their report: “Let me tell you what is new and notable in this report here. Loop is saying […],https://finnhub.io/api/news?id=129ea738db93b8d93087ea6acb6722ee9480e495d858157f41d5d2c5b3779663,Yahoo,2025-06-04 20:19:17,finnhub,Market’s New Hope for Apple (AAPL) ‘Super Cycle’ After AI Dissappointment: iPhone Air. CNBC’s Steve Kovach talked about a new Loop Capital take on Apple Inc. (NASDAQ:AAPL) which says tariffs could bode well for the company. Kovach said he does not “buy” Loop’s argument but highlighted another interesting element in their report: “Let me tell you what is new and notable in this report here. Loop is saying […],0.9992608428001404,0.0007383089978247881,7.876876111367892e-07
Apple WWDC 2025: What to expect,"Apple's 2025 Worldwide Developers Conference kicks off on Monday, June 9. The expectations are a bit muted this year, given the big AI announcements that came last year. In the video above, Yahoo Finance Tech Editor Dan Howley shares what he will be watching from the big Apple (AAPL) event. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",https://finnhub.io/api/news?id=3f9f17f726198c157b40b3babea479f72926423cb5bebdd1addedae7f6cbf470,Yahoo,2025-06-04 19:55:16,finnhub,"Apple WWDC 2025: What to expect. Apple's 2025 Worldwide Developers Conference kicks off on Monday, June 9. The expectations are a bit muted this year, given the big AI announcements that came last year. In the video above, Yahoo Finance Tech Editor Dan Howley shares what he will be watching from the big Apple (AAPL) event. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",0.000523989787325263,0.8804563879966736,0.11901967227458954
"Amazon's AI investment, Guidewire, Apple: Trending Tickers","Amazon (AMZN) will be expanding its AI infrastructure by investing $10 billion into its North Carolina data centers. Guidewire Software (GWRE) shares soar on its first quarter earnings beat, while also reporting sales growth to have increased by 22% year-over-year. Apple (AAPL) was downgraded from a Buy rating to Hold by Needham analysts. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",https://finnhub.io/api/news?id=eb3dd0887a8e0c49cdb7430d109712a5140fb18168b73c49002d8d27a697d9bf,Yahoo,2025-06-04 19:42:02,finnhub,"Amazon's AI investment, Guidewire, Apple: Trending Tickers. Amazon (AMZN) will be expanding its AI infrastructure by investing $10 billion into its North Carolina data centers. Guidewire Software (GWRE) shares soar on its first quarter earnings beat, while also reporting sales growth to have increased by 22% year-over-year. Apple (AAPL) was downgraded from a Buy rating to Hold by Needham analysts. To watch more expert insights and analysis on the latest market action, check out more Market Domination here.",0.00029935510247014463,7.869777505220554e-07,0.9996998310089111
Apple's China Dream Hits a Wall -- AI Deal With Alibaba Stalled by Beijing,Apple's China Dream Hits a Wall -- AI Deal With Alibaba Stalled by Beijing,https://finnhub.io/api/news?id=1a5df77c47577a04ffc188c590f9e4071367c1a2855b35f2d970272236562734,Yahoo,2025-06-04 19:31:49,finnhub,Apple's China Dream Hits a Wall -- AI Deal With Alibaba Stalled by Beijing. Apple's China Dream Hits a Wall -- AI Deal With Alibaba Stalled by Beijing,9.531457908451557e-05,0.0065925647504627705,0.9933120608329773
Apple needs to show it can compete in the AI race at WWDC 2025,Apple needs to show it's stepping on it to compete in the AI race.,https://finnhub.io/api/news?id=b34e1be6272a09fed591cfc677b8e3291866908e12b4fcc399f6671548842eac,Yahoo,2025-06-04 19:00:33,finnhub,Apple needs to show it can compete in the AI race at WWDC 2025. Apple needs to show it's stepping on it to compete in the AI race.,1.0847345038200729e-05,0.9999550580978394,3.411575380596332e-05
Apple Faces Downgrade on Valuation Fears and AI Competition,"Needham Cuts Apple to Hold, Warns of Competitive AI Shock",https://finnhub.io/api/news?id=1055e74aa63f0da0bf717d96c58ce38da9d9fcafa3669f0bc06954b91b987ffa,Yahoo,2025-06-04 18:16:19,finnhub,"Apple Faces Downgrade on Valuation Fears and AI Competition. Needham Cuts Apple to Hold, Warns of Competitive AI Shock",1.9249571323598502e-06,4.1868210587381327e-07,0.999997615814209
"Apple downgrade, Guidewire guidance, Thor Industries Q3 sales","Yahoo Finance host Julie Hyman tracks today's top moving stocks and biggest market stories in this Market Minute, including Apple's (AAPL) downgrade to a Hold rating by Needham analysts, Guidewire Software (GWRE) raising its full-year revenue guidance, and RV manufacturer Thor Industries (THO) topping fiscal third quarter sales estimates in its latest earnings print. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finance's Market Minute.",https://finnhub.io/api/news?id=06639291560acec2270d2eadefa10d86d300ea8867187c44e5dd469a2b346abe,Yahoo,2025-06-04 18:12:50,finnhub,"Apple downgrade, Guidewire guidance, Thor Industries Q3 sales. Yahoo Finance host Julie Hyman tracks today's top moving stocks and biggest market stories in this Market Minute, including Apple's (AAPL) downgrade to a Hold rating by Needham analysts, Guidewire Software (GWRE) raising its full-year revenue guidance, and RV manufacturer Thor Industries (THO) topping fiscal third quarter sales estimates in its latest earnings print. Stay up to date on the latest market action, minute-by-minute, with Yahoo Finance's Market Minute.",0.9999576807022095,3.78976073989179e-05,4.425719453138299e-06
Why Apple Stock Is No Longer a 'Buy' for Needham Analysts,"Apple, one of the famed Magnificent Seven stocks, is no longer a ""buy,"" according to analysts at Needham.",https://finnhub.io/api/news?id=f1550536ed66ad7eeebb0352f75dfaf0a83e2b7193ec46e4d432741621e730b1,Yahoo,2025-06-04 18:09:22,finnhub,"Why Apple Stock Is No Longer a 'Buy' for Needham Analysts. Apple, one of the famed Magnificent Seven stocks, is no longer a ""buy,"" according to analysts at Needham.",0.030948668718338013,0.9517373442649841,0.017314068973064423
"Apple Inc. (AAPL) to Show Off Incremental AI at WWDC, Analysts Temper Hype","We recently published a list of 10 AI Stocks on Wall Street’s Radar. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other AI stocks on Wall Street’s radar. On June 3rd, JPMorgan analyst Samik Chatterjee reiterated an Overweight rating on Apple Inc. (NASDAQ:AAPL) with a $240.00 […]",https://finnhub.io/api/news?id=a6b92ed0cf7e1e5b36675e9c21bed4c0cef5807dad5195e3a60b7fccc4646270,Yahoo,2025-06-04 18:05:58,finnhub,"Apple Inc. (AAPL) to Show Off Incremental AI at WWDC, Analysts Temper Hype. We recently published a list of 10 AI Stocks on Wall Street’s Radar. In this article, we are going to take a look at where Apple Inc. (NASDAQ:AAPL) stands against other AI stocks on Wall Street’s radar. On June 3rd, JPMorgan analyst Samik Chatterjee reiterated an Overweight rating on Apple Inc. (NASDAQ:AAPL) with a $240.00 […]",0.9995796084403992,0.0004201320989523083,2.006200645610079e-07
"Apple stock hit with downgrade by Needham analysts, citing stiff AI competition","Apple stock was downgraded to Hold from Buy by Needham analysts, who said it was overvalued.",https://finnhub.io/api/news?id=c09d026c0c11d9fadee3bf35f330b9ede64f5f7b2036a7286756de144c31a939,Yahoo,2025-06-04 16:55:55,finnhub,"Apple stock hit with downgrade by Needham analysts, citing stiff AI competition. Apple stock was downgraded to Hold from Buy by Needham analysts, who said it was overvalued.",9.15030250325799e-06,3.349576616074046e-07,0.9999904632568359
"Market Chatter: Apple, Alibaba AI Rollout in China Delayed by Regulators Amid Rising US-China Tensions","Apple's (AAPL) rollout of its artificial intelligence services in China, developed with Alibaba Grou",https://finnhub.io/api/news?id=b56baafa5fed814ac1593677e0be5da6260a33eb1746da0352353ef47b49cca4,Yahoo,2025-06-04 16:44:27,finnhub,"Market Chatter: Apple, Alibaba AI Rollout in China Delayed by Regulators Amid Rising US-China Tensions. Apple's (AAPL) rollout of its artificial intelligence services in China, developed with Alibaba Grou",9.164398943539709e-05,0.16936400532722473,0.8305442929267883
"Apple's Valuation Under Fire, Says Needham",Slow revenue and margin growth vs. Big Tech peers put premium valuation at risk,https://finnhub.io/api/news?id=ce1c5d78f3167998ed5ddba0b32515b36f20fb8c6afa74ec730e9cc576cb0595,Yahoo,2025-06-04 15:07:48,finnhub,"Apple's Valuation Under Fire, Says Needham. Slow revenue and margin growth vs. Big Tech peers put premium valuation at risk",9.899578799377196e-06,1.4415083171570586e-07,0.9999899864196777
"Apple, Samsung Sales Outlook Tumbles on U.S. Tariff Uncertainty","Counterpoint Downgrades Phone Shipments, Huawei Emerges as Bright Spot",https://finnhub.io/api/news?id=b960bbce309e3f5c2b4aaac0a5fd5f5465a202f5b44c0d2e311e367b2d2a48dc,Yahoo,2025-06-04 15:07:07,finnhub,"Apple, Samsung Sales Outlook Tumbles on U.S. Tariff Uncertainty. Counterpoint Downgrades Phone Shipments, Huawei Emerges as Bright Spot",0.21097460389137268,7.797378930263221e-05,0.7889474034309387
Palantir Investors Unfazed by Sky-High Valuation as Stock Surges,"(Bloomberg) -- Palantir Technologies Inc.’s breakneck rally shows no sign of letting up as investors remain captivated by its artificial intelligence promise despite one of the most expensive valuations among US stocks. Most Read from BloombergWhere the Wild Children’s Museums AreBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryThe Global Struggle to Build Safer CarsAt London’s New Design Museum, Visitors Get Hands-On AccessLA City Council Passes Budget That Trims Police, Fire Spe",https://finnhub.io/api/news?id=699b3b339e3ce36171cf7d13b74bfbec98ed120eca3300115a11e56225209b36,Yahoo,2025-06-04 11:31:48,finnhub,"Palantir Investors Unfazed by Sky-High Valuation as Stock Surges. (Bloomberg) -- Palantir Technologies Inc.’s breakneck rally shows no sign of letting up as investors remain captivated by its artificial intelligence promise despite one of the most expensive valuations among US stocks. Most Read from BloombergWhere the Wild Children’s Museums AreBillionaire Steve Cohen Wants NY to Expand Taxpayer-Backed FerryThe Global Struggle to Build Safer CarsAt London’s New Design Museum, Visitors Get Hands-On AccessLA City Council Passes Budget That Trims Police, Fire Spe",0.016720836982131004,0.9586785435676575,0.024600684642791748
"These Stocks Are Moving the Most Today: Broadcom, Tesla, Dollar Tree, ON Semi, CrowdStrike, Guidewire, Asana, and More","These Stocks Are Moving the Most Today: Broadcom, Tesla, Dollar Tree, ON Semi, CrowdStrike, Guidewire, Asana, and More",https://finnhub.io/api/news?id=cf705bb911c1ece69f18426b87a61a0948b8ec32f169547c404e97f29bd586b8,MarketWatch,2025-06-04 14:42:00,finnhub,"These Stocks Are Moving the Most Today: Broadcom, Tesla, Dollar Tree, ON Semi, CrowdStrike, Guidewire, Asana, and More. These Stocks Are Moving the Most Today: Broadcom, Tesla, Dollar Tree, ON Semi, CrowdStrike, Guidewire, Asana, and More",4.720564902527258e-06,0.9999926090240479,2.5744595859578112e-06
GlobalFoundries to Invest $16 Billion to Reshore Chip Manufacturing,GlobalFoundries to Invest $16 Billion to Reshore Chip Manufacturing,https://finnhub.io/api/news?id=406b2da1050e32ea64da78c60e898347b1765de05605b5008cc28f0ccee2dc51,MarketWatch,2025-06-04 14:39:00,finnhub,GlobalFoundries to Invest $16 Billion to Reshore Chip Manufacturing. GlobalFoundries to Invest $16 Billion to Reshore Chip Manufacturing,1.2542786862468347e-06,0.9999953508377075,3.3291175896010827e-06
"Toyota deal, Apple downgrade, Dan Ives ETF: Trending Tickers","Toyota Industries (TYIDF, TYIDY) shares are tumbling after accepting a $33 billion offer from Toyota Motor Corp. (TM, 7203.T) to take the subsidiary private. Apple stock (AAPL) was downgraded by Needham analysts to a Hold rating, the team citing the iPhone maker's slow AI adoption and smartphone sales concerns. Wedbush Securities managing director Dan Ives' AI ETF — titled the Dan IVES Wedbush AI Revolution ETF — will begin trading on Wednesday under the ticker IVES. Hear what Dan Ives had to say about Elon Musk's return as Tesla's (TSLA) full-time CEO in his most recent interview with Yahoo Finance. To watch more expert insights and analysis on the latest market action, check out more Catalysts here.",https://finnhub.io/api/news?id=c2814fc6473d4f4d06bb9f3efe191c2ba1918db8ed3dd73b6ba5cf46383d96de,Yahoo,2025-06-04 14:31:09,finnhub,"Toyota deal, Apple downgrade, Dan Ives ETF: Trending Tickers. Toyota Industries (TYIDF, TYIDY) shares are tumbling after accepting a $33 billion offer from Toyota Motor Corp. (TM, 7203.T) to take the subsidiary private. Apple stock (AAPL) was downgraded by Needham analysts to a Hold rating, the team citing the iPhone maker's slow AI adoption and smartphone sales concerns. Wedbush Securities managing director Dan Ives' AI ETF — titled the Dan IVES Wedbush AI Revolution ETF — will begin trading on Wednesday under the ticker IVES. Hear what Dan Ives had to say about Elon Musk's return as Tesla's (TSLA) full-time CEO in his most recent interview with Yahoo Finance. To watch more expert insights and analysis on the latest market action, check out more Catalysts here.",1.2067981515428983e-05,4.4859461922897026e-05,0.9999430179595947
Apple Stock Is the Mag 7’s Biggest Loser. Today’s Downgrade Just Confirms It.,Apple stock was cut to Hold from Buy by Needham analyst Laura Martin in a research note on Wednesday.,https://finnhub.io/api/news?id=4656ad5ae734979da6df5d7b313ce99d1472c794071a8e430e32686ce5992699,Yahoo,2025-06-04 12:21:00,finnhub,Apple Stock Is the Mag 7’s Biggest Loser. Today’s Downgrade Just Confirms It.. Apple stock was cut to Hold from Buy by Needham analyst Laura Martin in a research note on Wednesday.,0.00012647596304304898,2.241222136944998e-05,0.9998511075973511
"Nvidia becomes world's most valuable company, again","While US stocks (^DJI, ^IXIC, ^GSPC) open Wednesday's session slightly higher, Nvidia shares (NVDA) continue to tick higher after rallying and reclaiming its title as the world's most valuable company from Microsoft (MSFT). The chip company's market cap currently sits at $3.45 trillion. Morning Brief host Brad Smith tracks Nvidia's journey as its market cap closely competes with fellow tech giants Microsoft and Apple (AAPL). To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",https://finnhub.io/api/news?id=79daf1271d092093cb35f020ddbbd2c181df006144d09d40769c939b10ca1534,Yahoo,2025-06-04 13:44:56,finnhub,"Nvidia becomes world's most valuable company, again. While US stocks (^DJI, ^IXIC, ^GSPC) open Wednesday's session slightly higher, Nvidia shares (NVDA) continue to tick higher after rallying and reclaiming its title as the world's most valuable company from Microsoft (MSFT). The chip company's market cap currently sits at $3.45 trillion. Morning Brief host Brad Smith tracks Nvidia's journey as its market cap closely competes with fellow tech giants Microsoft and Apple (AAPL). To watch more expert insights and analysis on the latest market action, check out more Morning Brief here.",0.7975938320159912,0.20238448679447174,2.1698355340049602e-05
"Apple downgraded, Snowflake upgraded: Wall Street's top analyst calls","Apple downgraded, Snowflake upgraded: Wall Street's top analyst calls",https://finnhub.io/api/news?id=452e2573edf03e59ae14182274a620132b6c44b469a74cb02a82ef0581d5c497,Yahoo,2025-06-04 13:36:51,finnhub,"Apple downgraded, Snowflake upgraded: Wall Street's top analyst calls. Apple downgraded, Snowflake upgraded: Wall Street's top analyst calls",0.0021077438723295927,0.9896963834762573,0.008195850066840649
"Apple eyes Perplexity as Google search alternative, Bloomberg says","In addition to Samsung’s (SSNLF) potential investment Perplexity, Apple (AAPL) is also interested in cooperating with Perplexity, planning to use technology from the AI startup as an alternative to Google (GOOGL) search on the iPhone and to replace the option of integrating ChatGPT in Siri, Bloomberg’s Mark Gurman reports. “We’ve been pretty impressed with what Perplexity has done, so we’ve started some discussions with them about what they’re doing,” Eddy Cue, Apple’s senior vice president of s",https://finnhub.io/api/news?id=f62fe8edb939575697f2f22fe1281af329d7f5aad35280a941f0f16067d70c4e,Yahoo,2025-06-04 12:50:34,finnhub,"Apple eyes Perplexity as Google search alternative, Bloomberg says. In addition to Samsung’s (SSNLF) potential investment Perplexity, Apple (AAPL) is also interested in cooperating with Perplexity, planning to use technology from the AI startup as an alternative to Google (GOOGL) search on the iPhone and to replace the option of integrating ChatGPT in Siri, Bloomberg’s Mark Gurman reports. “We’ve been pretty impressed with what Perplexity has done, so we’ve started some discussions with them about what they’re doing,” Eddy Cue, Apple’s senior vice president of s",0.14858713746070862,0.8510374426841736,0.0003753384808078408
"Apple Stock Downgraded On Slowing Growth, AI Challenges","A Wall Street analyst on Wednesday downgraded Apple stock on earnings risks, rising competition and valuation.",https://finnhub.io/api/news?id=364c23843fdb2bb6b06d47f668d73dd2c3a6bda091600119fb75070daf846739,Yahoo,2025-06-04 12:41:42,finnhub,"Apple Stock Downgraded On Slowing Growth, AI Challenges. A Wall Street analyst on Wednesday downgraded Apple stock on earnings risks, rising competition and valuation.",2.4064758008535136e-07,3.520548830238113e-08,0.9999997615814209
Wall Street Lunch: Wedbush Launches AI-Focused ETF,"Wedbush star tech analyst Dan Ives, known for his bullish AI thesis, see his namesake exchange-traded-fund launch today.",https://finnhub.io/api/news?id=9ef0e109be84d4dc2ec1c115a5f2eab68f4a09e607f105f2f834b29bcdc8f568,SeekingAlpha,2025-06-04 12:29:00,finnhub,"Wall Street Lunch: Wedbush Launches AI-Focused ETF. Wedbush star tech analyst Dan Ives, known for his bullish AI thesis, see his namesake exchange-traded-fund launch today.",0.9937001466751099,0.0062962188385427,3.7072609302413184e-06
Qualcomm CEO: We're diversifying beyond declining Apple business,Qualcomm CEO Cristiano Amon says diversifying away from Apple business will remain a top priority.,https://finnhub.io/api/news?id=23b68a90a161062fdd0c909f04672ea6e72dfe23bfefab2d6610a26978627b3a,Yahoo,2025-06-04 12:19:33,finnhub,Qualcomm CEO: We're diversifying beyond declining Apple business. Qualcomm CEO Cristiano Amon says diversifying away from Apple business will remain a top priority.,0.8838729858398438,0.11591071635484695,0.00021629201364703476
"Apple and Alibaba's AI rollout in China delayed by Trump's trade war, FT reports","Apple and Alibaba'srollout of artificial intelligence services in Chinais being delayed by a Beijing regulator, the Financial Timesreported on Wednesday. The tech companies in...",https://finnhub.io/api/news?id=5cf77c6d231cd93b6ced4b1c000fed20e60cc5214df3fc42ccc64aee3d3aec61,Finnhub,2025-06-04 12:02:11,finnhub,"Apple and Alibaba's AI rollout in China delayed by Trump's trade war, FT reports. Apple and Alibaba'srollout of artificial intelligence services in Chinais being delayed by a Beijing regulator, the Financial Timesreported on Wednesday. The tech companies in...",3.7282602534105536e-06,0.002543088048696518,0.9974531531333923
